Time(ns),Utilization(%)
4819589,87.28
4830182,87.33
4840237,87.63
4841144,87.46
4852127,87.70
4866514,87.73
4881196,87.76
4882290,87.57
4896642,87.60
4897753,87.35
4907949,87.55
4922173,87.59
4933327,87.61
4934196,87.28
4945072,87.58
4959458,87.63
4975391,87.66
4990211,87.69
5001498,87.83
5015790,87.89
5030549,87.92
5042132,88.11
5056730,88.14
5068336,88.14
5079415,88.28
5093815,88.32
5109822,88.36
5110885,87.94
5111625,87.92
5112237,87.88
5124200,87.97
5125195,87.96
5139649,88.02
5152200,88.09
5166955,88.15
5180703,88.28
5195574,88.32
5210860,88.36
5227281,88.40
5242935,88.45
5258387,88.48
5259374,88.17
5271382,88.28
5283165,88.37
5294213,88.55
5309136,88.60
5324236,88.63
5325254,88.52
5339260,88.69
5350810,88.75
5367116,88.81
5382599,88.85
5397912,88.90
5409661,88.96
5410498,88.50
5424286,88.60
5436108,88.83
5451148,88.85
5452248,88.77
5467390,88.82
5479333,88.86
5495756,88.90
5496847,88.73
5497548,88.28
5509219,88.29
5521206,88.61
5522290,88.40
5522953,88.12
5538371,88.17
5554010,88.22
5569690,88.27
5581222,88.49
5581987,88.04
5594237,88.13
5609550,88.19
5622067,88.39
5638717,88.44
5639807,88.23
5651283,88.48
5662889,88.64
5663628,88.20
5664242,87.77
5675945,88.07
5676907,87.98
5689169,88.14
5704628,88.19
5705674,88.15
5721484,88.19
5733956,88.22
5749278,88.25
5765156,88.29
5777212,88.47
5778085,88.46
5791049,88.55
5806662,88.58
5823199,88.63
5839294,88.65
5852228,88.72
5864793,88.76
5865712,88.51
5866390,88.29
5877833,88.51
5891017,88.71
5892001,88.40
5892691,88.04
5905298,88.12
5906208,87.73
5906856,87.65
5907442,87.22
5920152,87.35
5932579,87.67
5949619,87.72
5962518,87.85
5963462,87.40
5975474,87.57
5987816,87.80
6000207,87.82
6012952,87.93
6024800,88.13
6025681,88.09
6037912,88.24
6050320,88.24
6066370,88.27
6067470,88.13
6080404,88.16
6096442,88.20
6097462,88.20
6098105,87.76
6098766,87.62
6112451,88.01
6124993,88.04
6125874,87.92
6141857,87.96
6142908,87.67
6143541,87.47
6155494,87.75
6171360,87.80
6184265,87.81
6185109,87.39
6196811,87.80
6212747,87.83
6213770,87.43
6214409,87.34
6227549,87.43
6228525,87.42
6241542,87.51
6257580,87.55
6258624,87.11
6272392,87.41
6288563,87.46
6289616,87.27
6305467,87.31
6318339,87.36
6337663,87.40
6354336,87.44
6355336,87.18
6356025,87.05
6356720,86.76
6368737,86.99
6384849,87.04
6397543,87.20
6409743,87.36
6423730,87.50
6440418,87.56
6441446,87.24
6453692,87.51
6470413,87.55
6483065,87.72
6499324,87.76
6500335,87.57
6501019,87.41
6517536,87.44
6534174,87.48
6547754,87.54
6565489,87.59
6566543,87.57
6579294,87.70
6596384,87.74
6613257,87.77
6630509,87.82
6644139,87.83
6656842,87.93
6673475,87.95
6674442,87.68
